    Time, Position (x), Position (y), Position(z), Orientation (x), Orientation (y), Orientation (z)
 [seconds], [m], [m], [m], [rad], [rad], [rad]
30.61,6381103.695,-70.4447,6550.0573,-0.012,-0.3677,-0.0427
30.62,6381103.021,-70.4975,6551.7917,-0.012,-0.3681,-0.0427
30.63,6381102.346,-70.5503,6553.5259,-0.012,-0.3686,-0.0427
30.64,6381101.67,-70.6032,6555.2599,-0.012,-0.3691,-0.0427
30.65,6381100.994,-70.656,6556.9938,-0.012,-0.3696,-0.0427
30.66,6381100.316,-70.7089,6558.7275,-0.012,-0.3701,-0.0427
30.67,6381099.638,-70.7617,6560.461,-0.012,-0.3706,-0.0427
30.68,6381098.958,-70.8146,6562.1943,-0.012,-0.3711,-0.0427
30.69,6381098.278,-70.8676,6563.9275,-0.012,-0.3716,-0.0427
30.7,6381097.597,-70.9205,6565.6605,-0.012,-0.3721,-0.0428
30.71,6381096.915,-70.9735,6567.3933,-0.012,-0.3726,-0.0428
30.72,6381096.232,-71.0264,6569.1259,-0.012,-0.3731,-0.0428
30.73,6381095.548,-71.0794,6570.8584,-0.012,-0.3735,-0.0428
30.74,6381094.863,-71.1324,6572.5907,-0.012,-0.374,-0.0428
30.75,6381094.177,-71.1855,6574.3228,-0.012,-0.3745,-0.0428
30.76,6381093.491,-71.2385,6576.0547,-0.012,-0.375,-0.0428
30.77,6381092.803,-71.2916,6577.7865,-0.012,-0.3755,-0.0428
30.78,6381092.115,-71.3446,6579.5181,-0.012,-0.376,-0.0428
30.79,6381091.425,-71.3977,6581.2495,-0.012,-0.3765,-0.0428
30.8,6381090.735,-71.4509,6582.9808,-0.012,-0.377,-0.0428
30.81,6381090.044,-71.504,6584.7118,-0.012,-0.3775,-0.0428
30.82,6381089.351,-71.5571,6586.4427,-0.012,-0.378,-0.0429
30.83,6381088.658,-71.6103,6588.1735,-0.012,-0.3784,-0.0429
30.84,6381087.964,-71.6635,6589.904,-0.012,-0.3789,-0.0429
30.85,6381087.27,-71.7167,6591.6344,-0.012,-0.3794,-0.0429
30.86,6381086.574,-71.7699,6593.3646,-0.012,-0.3799,-0.0429
30.87,6381085.877,-71.8232,6595.0946,-0.012,-0.3804,-0.0429
30.88,6381085.18,-71.8764,6596.8245,-0.012,-0.3809,-0.0429
30.89,6381084.481,-71.9297,6598.5541,-0.0119,-0.3814,-0.0429
30.9,6381083.782,-71.983,6600.2836,-0.0119,-0.3819,-0.0429
30.91,6381083.081,-72.0363,6602.013,-0.0119,-0.3824,-0.0429
30.92,6381082.38,-72.0896,6603.7421,-0.0119,-0.3828,-0.0429
30.93,6381081.678,-72.143,6605.4711,-0.0119,-0.3833,-0.0429
30.94,6381080.975,-72.1963,6607.1999,-0.0119,-0.3838,-0.043
30.95,6381080.271,-72.2497,6608.9285,-0.0119,-0.3843,-0.043
30.96,6381079.566,-72.3031,6610.657,-0.0119,-0.3848,-0.043
30.97,6381078.86,-72.3565,6612.3853,-0.0119,-0.3853,-0.043
30.98,6381078.154,-72.41,6614.1134,-0.0119,-0.3858,-0.043
30.99,6381077.446,-72.4634,6615.8413,-0.0119,-0.3862,-0.043
31,6381076.738,-72.5169,6617.5691,-0.0119,-0.3867,-0.043
31.01,6381076.028,-72.5704,6619.2966,-0.0119,-0.3872,-0.043
31.02,6381075.318,-72.6239,6621.024,-0.0119,-0.3877,-0.043
31.03,6381074.607,-72.6774,6622.7513,-0.0119,-0.3882,-0.043
31.04,6381073.894,-72.731,6624.4783,-0.0119,-0.3887,-0.043
31.05,6381073.181,-72.7845,6626.2052,-0.0119,-0.3892,-0.043
31.06,6381072.467,-72.8381,6627.9319,-0.0119,-0.3896,-0.043
31.07,6381071.753,-72.8917,6629.6585,-0.0119,-0.3901,-0.0431
31.08,6381071.037,-72.9453,6631.3848,-0.0119,-0.3906,-0.0431
31.09,6381070.32,-72.9989,6633.111,-0.0119,-0.3911,-0.0431
31.1,6381069.602,-73.0526,6634.837,-0.0119,-0.3916,-0.0431
31.11,6381068.884,-73.1062,6636.5629,-0.0119,-0.3921,-0.0431
31.12,6381068.165,-73.1599,6638.2885,-0.0119,-0.3926,-0.0431
31.13,6381067.444,-73.2136,6640.014,-0.0119,-0.393,-0.0431
31.14,6381066.723,-73.2673,6641.7393,-0.0119,-0.3935,-0.0431
31.15,6381066.001,-73.3211,6643.4644,-0.0119,-0.394,-0.0431
31.16,6381065.278,-73.3748,6645.1894,-0.0119,-0.3945,-0.0431
31.17,6381064.554,-73.4286,6646.9142,-0.0119,-0.395,-0.0431
31.18,6381063.829,-73.4824,6648.6388,-0.0119,-0.3955,-0.0431
31.19,6381063.103,-73.5362,6650.3632,-0.0119,-0.3959,-0.0432
31.2,6381062.377,-73.59,6652.0875,-0.0119,-0.3964,-0.0432
31.21,6381061.649,-73.6438,6653.8116,-0.0119,-0.3969,-0.0432
31.22,6381060.921,-73.6977,6655.5355,-0.0118,-0.3974,-0.0432
31.23,6381060.191,-73.7515,6657.2592,-0.0118,-0.3979,-0.0432
31.24,6381059.461,-73.8054,6658.9828,-0.0118,-0.3984,-0.0432
31.25,6381058.73,-73.8593,6660.7062,-0.0118,-0.3988,-0.0432
31.26,6381057.998,-73.9133,6662.4294,-0.0118,-0.3993,-0.0432
31.27,6381057.265,-73.9672,6664.1525,-0.0118,-0.3998,-0.0432
31.28,6381056.531,-74.0212,6665.8753,-0.0118,-0.4003,-0.0432
31.29,6381055.796,-74.0751,6667.598,-0.0118,-0.4008,-0.0432
31.3,6381055.06,-74.1291,6669.3205,-0.0118,-0.4013,-0.0432
31.31,6381054.324,-74.1831,6671.0429,-0.0118,-0.4017,-0.0432
31.32,6381053.586,-74.2372,6672.765,-0.0118,-0.4022,-0.0433
31.33,6381052.848,-74.2912,6674.487,-0.0118,-0.4027,-0.0433
31.34,6381052.108,-74.3453,6676.2088,-0.0118,-0.4032,-0.0433
31.35,6381051.368,-74.3994,6677.9305,-0.0118,-0.4037,-0.0433
31.36,6381050.627,-74.4535,6679.6519,-0.0118,-0.4041,-0.0433
31.37,6381049.885,-74.5076,6681.3732,-0.0118,-0.4046,-0.0433
31.38,6381049.142,-74.5617,6683.0943,-0.0118,-0.4051,-0.0433
31.39,6381048.398,-74.6158,6684.8153,-0.0118,-0.4056,-0.0433
31.4,6381047.653,-74.67,6686.536,-0.0118,-0.4061,-0.0433
31.41,6381046.908,-74.7242,6688.2566,-0.0118,-0.4066,-0.0433
31.42,6381046.161,-74.7784,6689.977,-0.0118,-0.407,-0.0433
31.43,6381045.414,-74.8326,6691.6973,-0.0118,-0.4075,-0.0433
31.44,6381044.665,-74.8868,6693.4173,-0.0118,-0.408,-0.0434
31.45,6381043.916,-74.9411,6695.1372,-0.0118,-0.4085,-0.0434
31.46,6381043.166,-74.9954,6696.8569,-0.0118,-0.409,-0.0434
31.47,6381042.415,-75.0496,6698.5765,-0.0118,-0.4094,-0.0434
31.48,6381041.663,-75.1039,6700.2958,-0.0118,-0.4099,-0.0434
31.49,6381040.91,-75.1583,6702.015,-0.0118,-0.4104,-0.0434
31.5,6381040.156,-75.2126,6703.734,-0.0118,-0.4109,-0.0434
31.51,6381039.401,-75.267,6705.4529,-0.0118,-0.4113,-0.0434
31.52,6381038.645,-75.3213,6707.1715,-0.0118,-0.4118,-0.0434
31.53,6381037.889,-75.3757,6708.89,-0.0118,-0.4123,-0.0434
31.54,6381037.132,-75.4301,6710.6083,-0.0117,-0.4128,-0.0434
31.55,6381036.373,-75.4845,6712.3265,-0.0117,-0.4133,-0.0434
31.56,6381035.614,-75.539,6714.0444,-0.0117,-0.4137,-0.0434
31.57,6381034.854,-75.5934,6715.7622,-0.0117,-0.4142,-0.0435
31.58,6381034.093,-75.6479,6717.4798,-0.0117,-0.4147,-0.0435
31.59,6381033.331,-75.7024,6719.1973,-0.0117,-0.4152,-0.0435
31.6,6381032.568,-75.7569,6720.9145,-0.0117,-0.4157,-0.0435
31.61,6381031.804,-75.8114,6722.6316,-0.0117,-0.4161,-0.0435
31.62,6381031.04,-75.866,6724.3485,-0.0117,-0.4166,-0.0435
31.63,6381030.274,-75.9205,6726.0653,-0.0117,-0.4171,-0.0435
31.64,6381029.508,-75.9751,6727.7818,-0.0117,-0.4176,-0.0435
31.65,6381028.74,-76.0297,6729.4982,-0.0117,-0.418,-0.0435
31.66,6381027.972,-76.0843,6731.2144,-0.0117,-0.4185,-0.0435
31.67,6381027.203,-76.1389,6732.9304,-0.0117,-0.419,-0.0435
31.68,6381026.433,-76.1935,6734.6463,-0.0117,-0.4195,-0.0435
31.69,6381025.662,-76.2482,6736.362,-0.0117,-0.4199,-0.0435
31.7,6381024.89,-76.3029,6738.0775,-0.0117,-0.4204,-0.0435
31.71,6381024.117,-76.3576,6739.7928,-0.0117,-0.4209,-0.0436
31.72,6381023.344,-76.4123,6741.508,-0.0117,-0.4214,-0.0436
31.73,6381022.569,-76.467,6743.2229,-0.0117,-0.4218,-0.0436
31.74,6381021.794,-76.5217,6744.9377,-0.0117,-0.4223,-0.0436
31.75,6381021.017,-76.5765,6746.6524,-0.0117,-0.4228,-0.0436
31.76,6381020.24,-76.6313,6748.3668,-0.0117,-0.4233,-0.0436
31.77,6381019.462,-76.6861,6750.0811,-0.0117,-0.4237,-0.0436
31.78,6381018.683,-76.7409,6751.7952,-0.0117,-0.4242,-0.0436
31.79,6381017.903,-76.7957,6753.5091,-0.0117,-0.4247,-0.0436
31.8,6381017.122,-76.8505,6755.2229,-0.0117,-0.4252,-0.0436
31.81,6381016.34,-76.9054,6756.9364,-0.0117,-0.4256,-0.0436
31.82,6381015.557,-76.9603,6758.6498,-0.0117,-0.4261,-0.0436
31.83,6381014.774,-77.0152,6760.3631,-0.0117,-0.4266,-0.0436
31.84,6381013.989,-77.0701,6762.0761,-0.0117,-0.4271,-0.0437
31.85,6381013.204,-77.125,6763.789,-0.0117,-0.4275,-0.0437
31.86,6381012.418,-77.18,6765.5017,-0.0117,-0.428,-0.0437
31.87,6381011.63,-77.2349,6767.2142,-0.0116,-0.4285,-0.0437
31.88,6381010.842,-77.2899,6768.9265,-0.0116,-0.429,-0.0437
31.89,6381010.053,-77.3449,6770.6387,-0.0116,-0.4294,-0.0437
31.9,6381009.264,-77.3999,6772.3507,-0.0116,-0.4299,-0.0437
31.91,6381008.473,-77.4549,6774.0625,-0.0116,-0.4304,-0.0437
31.92,6381007.681,-77.51,6775.7741,-0.0116,-0.4309,-0.0437
31.93,6381006.889,-77.565,6777.4856,-0.0116,-0.4313,-0.0437
31.94,6381006.095,-77.6201,6779.1969,-0.0116,-0.4318,-0.0437
31.95,6381005.301,-77.6752,6780.908,-0.0116,-0.4323,-0.0437
31.96,6381004.505,-77.7303,6782.6189,-0.0116,-0.4327,-0.0437
31.97,6381003.709,-77.7854,6784.3297,-0.0116,-0.4332,-0.0437
31.98,6381002.912,-77.8405,6786.0403,-0.0116,-0.4337,-0.0438
31.99,6381002.114,-77.8957,6787.7507,-0.0116,-0.4342,-0.0438
32,6381001.315,-77.9509,6789.4609,-0.0116,-0.4346,-0.0438
32.01,6381000.516,-78.0061,6791.171,-0.0116,-0.4351,-0.0438
32.02,6380999.715,-78.0613,6792.8809,-0.0116,-0.4356,-0.0438
32.03,6380998.913,-78.1165,6794.5906,-0.0116,-0.436,-0.0438
32.04,6380998.111,-78.1717,6796.3001,-0.0116,-0.4365,-0.0438
32.05,6380997.308,-78.227,6798.0094,-0.0116,-0.437,-0.0438
32.06,6380996.503,-78.2823,6799.7186,-0.0116,-0.4375,-0.0438
32.07,6380995.698,-78.3376,6801.4276,-0.0116,-0.4379,-0.0438
32.08,6380994.892,-78.3929,6803.1364,-0.0116,-0.4384,-0.0438
32.09,6380994.085,-78.4482,6804.8451,-0.0116,-0.4389,-0.0438
32.1,6380993.277,-78.5035,6806.5536,-0.0116,-0.4393,-0.0438
32.11,6380992.469,-78.5589,6808.2619,-0.0116,-0.4398,-0.0439
32.12,6380991.659,-78.6142,6809.97,-0.0116,-0.4403,-0.0439
32.13,6380990.849,-78.6696,6811.6779,-0.0116,-0.4407,-0.0439
32.14,6380990.037,-78.725,6813.3857,-0.0116,-0.4412,-0.0439
32.15,6380989.225,-78.7805,6815.0933,-0.0116,-0.4417,-0.0439
32.16,6380988.412,-78.8359,6816.8007,-0.0116,-0.4421,-0.0439
32.17,6380987.597,-78.8913,6818.5079,-0.0116,-0.4426,-0.0439
32.18,6380986.782,-78.9468,6820.215,-0.0116,-0.4431,-0.0439
32.19,6380985.967,-79.0023,6821.9219,-0.0116,-0.4436,-0.0439
32.2,6380985.15,-79.0578,6823.6286,-0.0115,-0.444,-0.0439
32.21,6380984.332,-79.1133,6825.3351,-0.0115,-0.4445,-0.0439
32.22,6380983.513,-79.1688,6827.0415,-0.0115,-0.445,-0.0439
32.23,6380982.694,-79.2244,6828.7477,-0.0115,-0.4454,-0.0439
32.24,6380981.874,-79.28,6830.4537,-0.0115,-0.4459,-0.0439
32.25,6380981.052,-79.3355,6832.1595,-0.0115,-0.4464,-0.0439
32.26,6380980.23,-79.3911,6833.8651,-0.0115,-0.4468,-0.044
32.27,6380979.407,-79.4467,6835.5706,-0.0115,-0.4473,-0.044
32.28,6380978.583,-79.5024,6837.2759,-0.0115,-0.4478,-0.044
32.29,6380977.758,-79.558,6838.981,-0.0115,-0.4482,-0.044
32.3,6380976.932,-79.6137,6840.686,-0.0115,-0.4487,-0.044
32.31,6380976.106,-79.6694,6842.3908,-0.0115,-0.4492,-0.044
32.32,6380975.278,-79.7251,6844.0953,-0.0115,-0.4496,-0.044
32.33,6380974.45,-79.7808,6845.7998,-0.0115,-0.4501,-0.044
32.34,6380973.621,-79.8365,6847.504,-0.0115,-0.4506,-0.044
32.35,6380972.79,-79.8922,6849.2081,-0.0115,-0.451,-0.044
32.36,6380971.959,-79.948,6850.9119,-0.0115,-0.4515,-0.044
32.37,6380971.127,-80.0038,6852.6157,-0.0115,-0.452,-0.044
32.38,6380970.294,-80.0596,6854.3192,-0.0115,-0.4524,-0.044
32.39,6380969.46,-80.1154,6856.0225,-0.0115,-0.4529,-0.044
32.4,6380968.626,-80.1712,6857.7257,-0.0115,-0.4534,-0.0441
32.41,6380967.79,-80.227,6859.4287,-0.0115,-0.4538,-0.0441
32.42,6380966.954,-80.2829,6861.1315,-0.0115,-0.4543,-0.0441
32.43,6380966.116,-80.3388,6862.8342,-0.0115,-0.4547,-0.0441
32.44,6380965.278,-80.3946,6864.5367,-0.0115,-0.4552,-0.0441
32.45,6380964.439,-80.4505,6866.239,-0.0115,-0.4557,-0.0441
32.46,6380963.599,-80.5065,6867.9411,-0.0115,-0.4561,-0.0441
32.47,6380962.758,-80.5624,6869.643,-0.0115,-0.4566,-0.0441
32.48,6380961.916,-80.6183,6871.3448,-0.0115,-0.4571,-0.0441
32.49,6380961.073,-80.6743,6873.0464,-0.0115,-0.4575,-0.0441
32.5,6380960.23,-80.7303,6874.7478,-0.0115,-0.458,-0.0441
32.51,6380959.385,-80.7863,6876.449,-0.0115,-0.4585,-0.0441
32.52,6380958.54,-80.8423,6878.1501,-0.0115,-0.4589,-0.0441
32.53,6380957.693,-80.8983,6879.851,-0.0114,-0.4594,-0.0441
32.54,6380956.846,-80.9544,6881.5517,-0.0114,-0.4598,-0.0442
32.55,6380955.998,-81.0104,6883.2522,-0.0114,-0.4603,-0.0442
32.56,6380955.149,-81.0665,6884.9525,-0.0114,-0.4608,-0.0442
32.57,6380954.299,-81.1226,6886.6527,-0.0114,-0.4612,-0.0442
32.58,6380953.448,-81.1787,6888.3527,-0.0114,-0.4617,-0.0442
32.59,6380952.597,-81.2348,6890.0525,-0.0114,-0.4622,-0.0442
32.6,6380951.744,-81.291,6891.7522,-0.0114,-0.4626,-0.0442
32.61,6380950.891,-81.3471,6893.4516,-0.0114,-0.4631,-0.0442
32.62,6380950.036,-81.4033,6895.1509,-0.0114,-0.4635,-0.0442
32.63,6380949.181,-81.4595,6896.85,-0.0114,-0.464,-0.0442
32.64,6380948.325,-81.5157,6898.549,-0.0114,-0.4645,-0.0442
32.65,6380947.468,-81.5719,6900.2477,-0.0114,-0.4649,-0.0442
32.66,6380946.61,-81.6282,6901.9463,-0.0114,-0.4654,-0.0442
32.67,6380945.751,-81.6844,6903.6447,-0.0114,-0.4658,-0.0442
32.68,6380944.891,-81.7407,6905.3429,-0.0114,-0.4663,-0.0442
32.69,6380944.031,-81.797,6907.041,-0.0114,-0.4668,-0.0443
32.7,6380943.169,-81.8533,6908.7388,-0.0114,-0.4672,-0.0443
32.71,6380942.307,-81.9096,6910.4365,-0.0114,-0.4677,-0.0443
32.72,6380941.444,-81.9659,6912.1341,-0.0114,-0.4681,-0.0443
32.73,6380940.58,-82.0222,6913.8314,-0.0114,-0.4686,-0.0443
32.74,6380939.715,-82.0786,6915.5285,-0.0114,-0.4691,-0.0443
32.75,6380938.849,-82.135,6917.2255,-0.0114,-0.4695,-0.0443
32.76,6380937.982,-82.1914,6918.9223,-0.0114,-0.47,-0.0443
32.77,6380937.114,-82.2478,6920.619,-0.0114,-0.4704,-0.0443
32.78,6380936.246,-82.3042,6922.3154,-0.0114,-0.4709,-0.0443
32.79,6380935.376,-82.3606,6924.0117,-0.0114,-0.4714,-0.0443
32.8,6380934.506,-82.4171,6925.7078,-0.0114,-0.4718,-0.0443
32.81,6380933.634,-82.4735,6927.4037,-0.0114,-0.4723,-0.0443
32.82,6380932.762,-82.53,6929.0994,-0.0114,-0.4727,-0.0443
32.83,6380931.889,-82.5865,6930.795,-0.0114,-0.4732,-0.0443
32.84,6380931.015,-82.643,6932.4904,-0.0114,-0.4736,-0.0444
32.85,6380930.14,-82.6996,6934.1856,-0.0114,-0.4741,-0.0444
32.86,6380929.265,-82.7561,6935.8806,-0.0113,-0.4746,-0.0444
32.87,6380928.388,-82.8127,6937.5755,-0.0113,-0.475,-0.0444
32.88,6380927.511,-82.8693,6939.2702,-0.0113,-0.4755,-0.0444
32.89,6380926.632,-82.9259,6940.9647,-0.0113,-0.4759,-0.0444
32.9,6380925.753,-82.9825,6942.659,-0.0113,-0.4764,-0.0444
32.91,6380924.873,-83.0391,6944.3531,-0.0113,-0.4768,-0.0444
32.92,6380923.992,-83.0957,6946.0471,-0.0113,-0.4773,-0.0444
32.93,6380923.11,-83.1524,6947.7409,-0.0113,-0.4778,-0.0444
32.94,6380922.227,-83.209,6949.4345,-0.0113,-0.4782,-0.0444
32.95,6380921.343,-83.2657,6951.1279,-0.0113,-0.4787,-0.0444
32.96,6380920.459,-83.3224,6952.8212,-0.0113,-0.4791,-0.0444
32.97,6380919.573,-83.3791,6954.5143,-0.0113,-0.4796,-0.0444
32.98,6380918.687,-83.4359,6956.2072,-0.0113,-0.48,-0.0444
32.99,6380917.8,-83.4926,6957.8999,-0.0113,-0.4805,-0.0445
33,6380916.912,-83.5494,6959.5924,-0.0113,-0.4809,-0.0445
33.01,6380916.023,-83.6061,6961.2848,-0.0113,-0.4814,-0.0445
33.02,6380915.133,-83.6629,6962.977,-0.0113,-0.4819,-0.0445
33.03,6380914.242,-83.7197,6964.669,-0.0113,-0.4823,-0.0445
33.04,6380913.35,-83.7766,6966.3608,-0.0113,-0.4828,-0.0445
33.05,6380912.458,-83.8334,6968.0525,-0.0113,-0.4832,-0.0445
33.06,6380911.564,-83.8903,6969.7439,-0.0113,-0.4837,-0.0445
33.07,6380910.67,-83.9471,6971.4352,-0.0113,-0.4841,-0.0445
33.08,6380909.774,-84.004,6973.1264,-0.0113,-0.4846,-0.0445
33.09,6380908.878,-84.0609,6974.8173,-0.0113,-0.485,-0.0445
33.1,6380907.981,-84.1178,6976.5081,-0.0113,-0.4855,-0.0445
33.11,6380907.083,-84.1747,6978.1987,-0.0113,-0.4859,-0.0445
33.12,6380906.185,-84.2317,6979.8891,-0.0113,-0.4864,-0.0445
33.13,6380905.285,-84.2886,6981.5793,-0.0113,-0.4868,-0.0445
33.14,6380904.384,-84.3456,6983.2693,-0.0113,-0.4873,-0.0445
33.15,6380903.483,-84.4026,6984.9592,-0.0113,-0.4878,-0.0446
33.16,6380902.581,-84.4596,6986.6489,-0.0113,-0.4882,-0.0446
33.17,6380901.677,-84.5166,6988.3384,-0.0113,-0.4887,-0.0446
33.18,6380900.773,-84.5737,6990.0278,-0.0113,-0.4891,-0.0446
33.19,6380899.868,-84.6307,6991.7169,-0.0112,-0.4896,-0.0446
33.2,6380898.963,-84.6878,6993.4059,-0.0112,-0.49,-0.0446
33.21,6380898.056,-84.7448,6995.0947,-0.0112,-0.4905,-0.0446
33.22,6380897.148,-84.8019,6996.7833,-0.0112,-0.4909,-0.0446
33.23,6380896.24,-84.8591,6998.4718,-0.0112,-0.4914,-0.0446
33.24,6380895.33,-84.9162,7000.1601,-0.0112,-0.4918,-0.0446
33.25,6380894.42,-84.9733,7001.8481,-0.0112,-0.4923,-0.0446
33.26,6380893.509,-85.0305,7003.5361,-0.0112,-0.4927,-0.0446
33.27,6380892.597,-85.0876,7005.2238,-0.0112,-0.4932,-0.0446
33.28,6380891.684,-85.1448,7006.9113,-0.0112,-0.4936,-0.0446
33.29,6380890.77,-85.202,7008.5987,-0.0112,-0.4941,-0.0446
33.3,6380889.855,-85.2592,7010.2859,-0.0112,-0.4945,-0.0446
33.31,6380888.94,-85.3165,7011.9729,-0.0112,-0.495,-0.0447
33.32,6380888.023,-85.3737,7013.6598,-0.0112,-0.4954,-0.0447
33.33,6380887.106,-85.431,7015.3464,-0.0112,-0.4959,-0.0447
33.34,6380886.187,-85.4882,7017.0329,-0.0112,-0.4963,-0.0447
33.35,6380885.268,-85.5455,7018.7192,-0.0112,-0.4968,-0.0447
33.36,6380884.348,-85.6028,7020.4054,-0.0112,-0.4972,-0.0447
33.37,6380883.427,-85.6601,7022.0913,-0.0112,-0.4977,-0.0447
33.38,6380882.506,-85.7175,7023.7771,-0.0112,-0.4981,-0.0447
33.39,6380881.583,-85.7748,7025.4627,-0.0112,-0.4986,-0.0447
33.4,6380880.659,-85.8322,7027.1481,-0.0112,-0.499,-0.0447
33.41,6380879.735,-85.8895,7028.8333,-0.0112,-0.4995,-0.0447
33.42,6380878.81,-85.9469,7030.5184,-0.0112,-0.4999,-0.0447
33.43,6380877.884,-86.0043,7032.2032,-0.0112,-0.5004,-0.0447
33.44,6380876.956,-86.0618,7033.8879,-0.0112,-0.5008,-0.0447
33.45,6380876.028,-86.1192,7035.5725,-0.0112,-0.5012,-0.0447
33.46,6380875.1,-86.1766,7037.2568,-0.0112,-0.5017,-0.0447
33.47,6380874.17,-86.2341,7038.941,-0.0112,-0.5021,-0.0448
33.48,6380873.239,-86.2916,7040.6249,-0.0112,-0.5026,-0.0448
33.49,6380872.308,-86.3491,7042.3087,-0.0112,-0.503,-0.0448
33.5,6380871.375,-86.4066,7043.9924,-0.0112,-0.5035,-0.0448
33.51,6380870.442,-86.4641,7045.6758,-0.0112,-0.5039,-0.0448
33.52,6380869.508,-86.5217,7047.3591,-0.0112,-0.5044,-0.0448
33.53,6380868.573,-86.5792,7049.0422,-0.0111,-0.5048,-0.0448
33.54,6380867.637,-86.6368,7050.7251,-0.0111,-0.5053,-0.0448
33.55,6380866.7,-86.6944,7052.4078,-0.0111,-0.5057,-0.0448
33.56,6380865.763,-86.7519,7054.0903,-0.0111,-0.5062,-0.0448
33.57,6380864.824,-86.8096,7055.7727,-0.0111,-0.5066,-0.0448
33.58,6380863.885,-86.8672,7057.4549,-0.0111,-0.507,-0.0448
33.59,6380862.944,-86.9248,7059.1369,-0.0111,-0.5075,-0.0448
33.6,6380862.003,-86.9825,7060.8188,-0.0111,-0.5079,-0.0448
33.61,6380861.061,-87.0401,7062.5004,-0.0111,-0.5084,-0.0448
33.62,6380860.118,-87.0978,7064.1819,-0.0111,-0.5088,-0.0448
33.63,6380859.174,-87.1555,7065.8632,-0.0111,-0.5093,-0.0449
33.64,6380858.23,-87.2132,7067.5443,-0.0111,-0.5097,-0.0449
33.65,6380857.284,-87.271,7069.2252,-0.0111,-0.5102,-0.0449
33.66,6380856.338,-87.3287,7070.906,-0.0111,-0.5106,-0.0449
33.67,6380855.39,-87.3865,7072.5866,-0.0111,-0.511,-0.0449
33.68,6380854.442,-87.4442,7074.267,-0.0111,-0.5115,-0.0449
33.69,6380853.493,-87.502,7075.9472,-0.0111,-0.5119,-0.0449
33.7,6380852.543,-87.5598,7077.6272,-0.0111,-0.5124,-0.0449
33.71,6380851.592,-87.6176,7079.3071,-0.0111,-0.5128,-0.0449
33.72,6380850.641,-87.6755,7080.9868,-0.0111,-0.5133,-0.0449
33.73,6380849.688,-87.7333,7082.6663,-0.0111,-0.5137,-0.0449
33.74,6380848.734,-87.7912,7084.3456,-0.0111,-0.5141,-0.0449
33.75,6380847.78,-87.849,7086.0247,-0.0111,-0.5146,-0.0449
33.76,6380846.825,-87.9069,7087.7037,-0.0111,-0.515,-0.0449
33.77,6380845.869,-87.9648,7089.3825,-0.0111,-0.5155,-0.0449
33.78,6380844.912,-88.0227,7091.0611,-0.0111,-0.5159,-0.0449
33.79,6380843.954,-88.0806,7092.7395,-0.0111,-0.5164,-0.0449
33.8,6380842.995,-88.1386,7094.4178,-0.0111,-0.5168,-0.045
33.81,6380842.035,-88.1965,7096.0958,-0.0111,-0.5172,-0.045
33.82,6380841.075,-88.2545,7097.7737,-0.0111,-0.5177,-0.045
33.83,6380840.113,-88.3125,7099.4514,-0.0111,-0.5181,-0.045
33.84,6380839.151,-88.3705,7101.1289,-0.0111,-0.5186,-0.045
33.85,6380838.188,-88.4285,7102.8063,-0.0111,-0.519,-0.045
33.86,6380837.224,-88.4865,7104.4834,-0.0111,-0.5194,-0.045
33.87,6380836.259,-88.5446,7106.1604,-0.011,-0.5199,-0.045
33.88,6380835.293,-88.6026,7107.8372,-0.011,-0.5203,-0.045
33.89,6380834.327,-88.6607,7109.5139,-0.011,-0.5208,-0.045
33.9,6380833.359,-88.7188,7111.1903,-0.011,-0.5212,-0.045
33.91,6380832.391,-88.7769,7112.8666,-0.011,-0.5216,-0.045
33.92,6380831.421,-88.835,7114.5427,-0.011,-0.5221,-0.045
33.93,6380830.451,-88.8931,7116.2186,-0.011,-0.5225,-0.045
33.94,6380829.48,-88.9513,7117.8943,-0.011,-0.523,-0.045
33.95,6380828.508,-89.0094,7119.5698,-0.011,-0.5234,-0.045
33.96,6380827.535,-89.0676,7121.2452,-0.011,-0.5238,-0.045
33.97,6380826.562,-89.1258,7122.9204,-0.011,-0.5243,-0.0451
33.98,6380825.587,-89.184,7124.5954,-0.011,-0.5247,-0.0451
33.99,6380824.612,-89.2422,7126.2702,-0.011,-0.5251,-0.0451
34,6380823.635,-89.3004,7127.9449,-0.011,-0.5256,-0.0451
34.01,6380822.658,-89.3586,7129.6194,-0.011,-0.526,-0.0451
34.02,6380821.68,-89.4169,7131.2936,-0.011,-0.5265,-0.0451
34.03,6380820.701,-89.4752,7132.9677,-0.011,-0.5269,-0.0451
34.04,6380819.721,-89.5334,7134.6417,-0.011,-0.5273,-0.0451
34.05,6380818.741,-89.5917,7136.3154,-0.011,-0.5278,-0.0451
34.06,6380817.759,-89.6501,7137.989,-0.011,-0.5282,-0.0451
34.07,6380816.777,-89.7084,7139.6624,-0.011,-0.5286,-0.0451
34.08,6380815.793,-89.7667,7141.3356,-0.011,-0.5291,-0.0451
34.09,6380814.809,-89.8251,7143.0086,-0.011,-0.5295,-0.0451
34.1,6380813.824,-89.8834,7144.6814,-0.011,-0.5299,-0.0451
34.11,6380812.838,-89.9418,7146.3541,-0.011,-0.5304,-0.0451
34.12,6380811.851,-90.0002,7148.0266,-0.011,-0.5308,-0.0451
34.13,6380810.864,-90.0586,7149.6989,-0.011,-0.5313,-0.0451
