    Time, Position (x), Position (y), Position(z), Orientation (x), Orientation (y), Orientation (z)
 [seconds], [m], [m], [m], [rad], [rad], [rad]
3.71,6379234.432,-0.7714,1104.6406,-0.0022,0.7478,-0.0032
3.72,6379236.835,-0.7755,1107.2353,-0.0023,0.7477,-0.0033
3.73,6379239.235,-0.7795,1109.8284,-0.0024,0.7475,-0.0034
3.74,6379241.632,-0.7836,1112.4198,-0.0025,0.7473,-0.0035
3.75,6379244.027,-0.7877,1115.0096,-0.0026,0.747,-0.0037
3.76,6379246.42,-0.7917,1117.5977,-0.0027,0.7468,-0.0038
3.77,6379248.81,-0.7959,1120.1842,-0.0028,0.7466,-0.0039
3.78,6379251.197,-0.8,1122.7692,-0.0028,0.7463,-0.004
3.79,6379253.582,-0.8041,1125.3524,-0.0029,0.7461,-0.0041
3.8,6379255.965,-0.8083,1127.9341,-0.003,0.7458,-0.0042
3.81,6379258.345,-0.8124,1130.5142,-0.003,0.7455,-0.0043
3.82,6379260.723,-0.8166,1133.0927,-0.003,0.7452,-0.0043
3.83,6379263.098,-0.8208,1135.6695,-0.0031,0.7449,-0.0044
3.84,6379265.471,-0.825,1138.2448,-0.0031,0.7447,-0.0044
3.85,6379267.841,-0.8292,1140.8186,-0.0031,0.7444,-0.0044
3.86,6379270.209,-0.8335,1143.3907,-0.0031,0.7441,-0.0044
3.87,6379272.575,-0.8378,1145.9613,-0.0031,0.7438,-0.0044
3.88,6379274.938,-0.842,1148.5303,-0.0031,0.7435,-0.0044
3.89,6379277.299,-0.8463,1151.0977,-0.003,0.7432,-0.0043
3.9,6379279.657,-0.8506,1153.6636,-0.003,0.7429,-0.0043
3.91,6379282.013,-0.855,1156.228,-0.003,0.7427,-0.0042
3.92,6379284.366,-0.8593,1158.7908,-0.0029,0.7424,-0.0041
3.93,6379286.717,-0.8637,1161.3521,-0.0028,0.7421,-0.004
3.94,6379289.066,-0.868,1163.9119,-0.0028,0.7419,-0.0039
3.95,6379291.412,-0.8724,1166.4701,-0.0027,0.7417,-0.0038
3.96,6379293.756,-0.8768,1169.0268,-0.0026,0.7414,-0.0037
3.97,6379296.098,-0.8812,1171.582,-0.0026,0.7412,-0.0036
3.98,6379298.437,-0.8856,1174.1357,-0.0025,0.741,-0.0035
3.99,6379300.774,-0.89,1176.6879,-0.0024,0.7409,-0.0034
4,6379303.108,-0.8945,1179.2385,-0.0023,0.7407,-0.0033
4.01,6379305.44,-0.8989,1181.7877,-0.0023,0.7405,-0.0032
4.02,6379307.77,-0.9033,1184.3354,-0.0022,0.7404,-0.0031
4.03,6379310.097,-0.9078,1186.8816,-0.0022,0.7402,-0.003
4.04,6379312.423,-0.9123,1189.4264,-0.0021,0.7401,-0.003
4.05,6379314.745,-0.9167,1191.9696,-0.0021,0.7399,-0.0029
4.06,6379317.066,-0.9212,1194.5114,-0.0021,0.7398,-0.0029
4.07,6379319.384,-0.9256,1197.0517,-0.0021,0.7397,-0.0029
4.08,6379321.699,-0.9301,1199.5906,-0.0021,0.7395,-0.0029
4.09,6379324.013,-0.9346,1202.128,-0.0021,0.7394,-0.0029
4.1,6379326.324,-0.9391,1204.6639,-0.0021,0.7393,-0.0029
4.11,6379328.633,-0.9436,1207.1984,-0.0021,0.7392,-0.0029
4.12,6379330.939,-0.9481,1209.7315,-0.0021,0.739,-0.003
4.13,6379333.244,-0.9526,1212.2631,-0.0022,0.7389,-0.0031
4.14,6379335.546,-0.9571,1214.7933,-0.0022,0.7388,-0.0031
4.15,6379337.845,-0.9616,1217.3221,-0.0023,0.7386,-0.0032
4.16,6379340.143,-0.9661,1219.8494,-0.0024,0.7384,-0.0033
4.17,6379342.438,-0.9706,1222.3754,-0.0024,0.7383,-0.0034
4.18,6379344.731,-0.9752,1224.8999,-0.0025,0.7381,-0.0036
4.19,6379347.022,-0.9797,1227.423,-0.0026,0.7379,-0.0037
4.2,6379349.31,-0.9843,1229.9448,-0.0027,0.7377,-0.0038
4.21,6379351.596,-0.9888,1232.4651,-0.0028,0.7375,-0.0039
4.22,6379353.88,-0.9934,1234.9841,-0.0028,0.7372,-0.004
4.23,6379356.162,-0.998,1237.5017,-0.0029,0.737,-0.0042
4.24,6379358.442,-1.0026,1240.0179,-0.003,0.7368,-0.0043
4.25,6379360.719,-1.0072,1242.5327,-0.0031,0.7365,-0.0044
4.26,6379362.994,-1.0119,1245.0462,-0.0031,0.7362,-0.0045
4.27,6379365.267,-1.0165,1247.5583,-0.0032,0.7359,-0.0045
4.28,6379367.538,-1.0212,1250.0691,-0.0032,0.7357,-0.0046
4.29,6379369.806,-1.0259,1252.5786,-0.0033,0.7354,-0.0047
4.3,6379372.073,-1.0305,1255.0867,-0.0033,0.7351,-0.0047
4.31,6379374.337,-1.0352,1257.5934,-0.0033,0.7348,-0.0048
4.32,6379376.599,-1.04,1260.0989,-0.0033,0.7345,-0.0048
4.33,6379378.859,-1.0447,1262.603,-0.0033,0.7342,-0.0048
4.34,6379381.116,-1.0495,1265.1058,-0.0033,0.7339,-0.0047
4.35,6379383.372,-1.0542,1267.6073,-0.0033,0.7336,-0.0047
4.36,6379385.625,-1.059,1270.1075,-0.0033,0.7333,-0.0047
4.37,6379387.876,-1.0638,1272.6064,-0.0032,0.733,-0.0046
4.38,6379390.125,-1.0686,1275.104,-0.0032,0.7327,-0.0046
4.39,6379392.372,-1.0735,1277.6004,-0.0031,0.7325,-0.0045
4.4,6379394.617,-1.0783,1280.0954,-0.0031,0.7322,-0.0044
4.41,6379396.859,-1.0832,1282.5892,-0.003,0.7319,-0.0043
4.42,6379399.1,-1.088,1285.0817,-0.0029,0.7317,-0.0042
4.43,6379401.338,-1.0929,1287.5729,-0.0029,0.7315,-0.0041
4.44,6379403.575,-1.0978,1290.0629,-0.0028,0.7312,-0.004
4.45,6379405.809,-1.1027,1292.5517,-0.0027,0.731,-0.0039
4.46,6379408.041,-1.1076,1295.0392,-0.0027,0.7308,-0.0038
4.47,6379410.271,-1.1125,1297.5254,-0.0026,0.7307,-0.0037
4.48,6379412.498,-1.1174,1300.0105,-0.0025,0.7305,-0.0036
4.49,6379414.724,-1.1224,1302.4943,-0.0025,0.7303,-0.0035
4.5,6379416.948,-1.1273,1304.9769,-0.0024,0.7301,-0.0034
4.51,6379419.17,-1.1322,1307.4583,-0.0024,0.73,-0.0034
4.52,6379421.389,-1.1372,1309.9384,-0.0024,0.7298,-0.0033
4.53,6379423.607,-1.1421,1312.4174,-0.0023,0.7297,-0.0033
4.54,6379425.822,-1.1471,1314.8952,-0.0023,0.7295,-0.0033
4.55,6379428.035,-1.1521,1317.3719,-0.0023,0.7294,-0.0032
4.56,6379430.247,-1.157,1319.8473,-0.0023,0.7293,-0.0032
4.57,6379432.456,-1.162,1322.3216,-0.0023,0.7291,-0.0033
4.58,6379434.663,-1.167,1324.7947,-0.0023,0.729,-0.0033
4.59,6379436.869,-1.172,1327.2666,-0.0024,0.7288,-0.0033
4.6,6379439.072,-1.177,1329.7374,-0.0024,0.7287,-0.0034
4.61,6379441.273,-1.182,1332.207,-0.0025,0.7285,-0.0035
4.62,6379443.473,-1.187,1334.6755,-0.0025,0.7284,-0.0036
4.63,6379445.67,-1.192,1337.1429,-0.0026,0.7282,-0.0036
4.64,6379447.865,-1.197,1339.6091,-0.0026,0.728,-0.0037
4.65,6379450.059,-1.202,1342.0742,-0.0027,0.7278,-0.0038
4.66,6379452.25,-1.2071,1344.5382,-0.0028,0.7276,-0.004
4.67,6379454.44,-1.2121,1347.0011,-0.0029,0.7274,-0.0041
4.68,6379456.627,-1.2172,1349.4628,-0.0029,0.7272,-0.0042
4.69,6379458.813,-1.2222,1351.9235,-0.003,0.727,-0.0043
4.7,6379460.996,-1.2273,1354.383,-0.0031,0.7267,-0.0044
4.71,6379463.178,-1.2324,1356.8415,-0.0032,0.7265,-0.0045
4.72,6379465.357,-1.2375,1359.2989,-0.0032,0.7262,-0.0046
4.73,6379467.535,-1.2426,1361.7552,-0.0033,0.726,-0.0047
4.74,6379469.711,-1.2478,1364.2105,-0.0033,0.7257,-0.0048
4.75,6379471.885,-1.2529,1366.6646,-0.0034,0.7254,-0.0049
4.76,6379474.057,-1.2581,1369.1178,-0.0034,0.7251,-0.0049
4.77,6379476.227,-1.2632,1371.5698,-0.0035,0.7248,-0.005
4.78,6379478.395,-1.2684,1374.0208,-0.0035,0.7245,-0.005
4.79,6379480.561,-1.2737,1376.4708,-0.0035,0.7242,-0.005
4.8,6379482.726,-1.2789,1378.9197,-0.0035,0.7239,-0.0051
4.81,6379484.888,-1.2841,1381.3676,-0.0035,0.7236,-0.0051
4.82,6379487.049,-1.2894,1383.8145,-0.0035,0.7233,-0.005
4.83,6379489.208,-1.2946,1386.2604,-0.0035,0.723,-0.005
4.84,6379491.364,-1.2999,1388.7052,-0.0035,0.7227,-0.005
4.85,6379493.519,-1.3052,1391.1491,-0.0034,0.7225,-0.0049
4.86,6379495.672,-1.3105,1393.5919,-0.0034,0.7222,-0.0049
4.87,6379497.824,-1.3159,1396.0338,-0.0033,0.7219,-0.0048
4.88,6379499.973,-1.3212,1398.4746,-0.0033,0.7216,-0.0047
4.89,6379502.121,-1.3266,1400.9145,-0.0032,0.7214,-0.0046
4.9,6379504.266,-1.3319,1403.3534,-0.0032,0.7211,-0.0046
4.91,6379506.41,-1.3373,1405.7913,-0.0031,0.7209,-0.0045
4.92,6379508.552,-1.3427,1408.2282,-0.0031,0.7207,-0.0044
4.93,6379510.692,-1.3481,1410.6642,-0.003,0.7204,-0.0043
4.94,6379512.83,-1.3535,1413.0992,-0.003,0.7202,-0.0042
4.95,6379514.967,-1.3589,1415.5332,-0.0029,0.72,-0.0041
4.96,6379517.102,-1.3643,1417.9663,-0.0028,0.7198,-0.004
4.97,6379519.234,-1.3698,1420.3984,-0.0028,0.7196,-0.004
4.98,6379521.365,-1.3752,1422.8296,-0.0028,0.7195,-0.0039
4.99,6379523.495,-1.3806,1425.2599,-0.0027,0.7193,-0.0038
5,6379525.622,-1.3861,1427.6892,-0.0027,0.7191,-0.0038
5.01,6379527.748,-1.3916,1430.1176,-0.0027,0.719,-0.0038
5.02,6379529.871,-1.397,1432.5451,-0.0027,0.7188,-0.0037
5.03,6379531.993,-1.4025,1434.9716,-0.0026,0.7186,-0.0037
5.04,6379534.114,-1.408,1437.3972,-0.0026,0.7185,-0.0037
5.05,6379536.232,-1.4135,1439.8219,-0.0027,0.7183,-0.0037
5.06,6379538.349,-1.419,1442.2457,-0.0027,0.7182,-0.0038
5.07,6379540.464,-1.4245,1444.6686,-0.0027,0.718,-0.0038
5.08,6379542.577,-1.43,1447.0906,-0.0027,0.7178,-0.0038
5.09,6379544.688,-1.4355,1449.5117,-0.0028,0.7177,-0.0039
5.1,6379546.798,-1.441,1451.9319,-0.0028,0.7175,-0.004
5.11,6379548.906,-1.4465,1454.3512,-0.0028,0.7173,-0.004
5.12,6379551.012,-1.4521,1456.7696,-0.0029,0.7171,-0.0041
5.13,6379553.116,-1.4576,1459.1871,-0.003,0.7169,-0.0042
5.14,6379555.219,-1.4632,1461.6038,-0.003,0.7167,-0.0043
5.15,6379557.32,-1.4688,1464.0196,-0.0031,0.7165,-0.0044
5.16,6379559.419,-1.4743,1466.4345,-0.0031,0.7163,-0.0045
5.17,6379561.516,-1.4799,1468.8485,-0.0032,0.716,-0.0046
5.18,6379563.612,-1.4855,1471.2617,-0.0033,0.7158,-0.0047
5.19,6379565.706,-1.4911,1473.674,-0.0033,0.7156,-0.0048
5.2,6379567.798,-1.4968,1476.0855,-0.0034,0.7153,-0.0049
5.21,6379569.889,-1.5024,1478.4961,-0.0034,0.715,-0.0049
5.22,6379571.978,-1.5081,1480.9059,-0.0035,0.7148,-0.005
5.23,6379574.065,-1.5137,1483.3149,-0.0035,0.7145,-0.0051
5.24,6379576.15,-1.5194,1485.723,-0.0036,0.7142,-0.0052
5.25,6379578.234,-1.5251,1488.1302,-0.0036,0.7139,-0.0052
5.26,6379580.316,-1.5308,1490.5367,-0.0036,0.7136,-0.0053
5.27,6379582.397,-1.5365,1492.9423,-0.0037,0.7134,-0.0053
5.28,6379584.475,-1.5423,1495.3471,-0.0037,0.7131,-0.0053
5.29,6379586.552,-1.548,1497.7511,-0.0037,0.7128,-0.0053
5.3,6379588.627,-1.5538,1500.1543,-0.0037,0.7125,-0.0053
5.31,6379590.701,-1.5596,1502.5567,-0.0037,0.7122,-0.0053
5.32,6379592.773,-1.5654,1504.9583,-0.0037,0.7119,-0.0053
5.33,6379594.843,-1.5712,1507.3591,-0.0037,0.7116,-0.0053
5.34,6379596.912,-1.577,1509.759,-0.0037,0.7113,-0.0053
5.35,6379598.979,-1.5829,1512.1582,-0.0036,0.711,-0.0052
5.36,6379601.044,-1.5887,1514.5566,-0.0036,0.7108,-0.0052
5.37,6379603.108,-1.5946,1516.9542,-0.0036,0.7105,-0.0051
5.38,6379605.17,-1.6005,1519.351,-0.0035,0.7102,-0.0051
5.39,6379607.23,-1.6063,1521.7471,-0.0035,0.71,-0.005
5.4,6379609.289,-1.6122,1524.1424,-0.0034,0.7097,-0.0049
5.41,6379611.346,-1.6182,1526.5368,-0.0034,0.7095,-0.0049
5.42,6379613.401,-1.6241,1528.9306,-0.0033,0.7092,-0.0048
5.43,6379615.455,-1.63,1531.3235,-0.0033,0.709,-0.0047
5.44,6379617.507,-1.636,1533.7157,-0.0033,0.7088,-0.0047
5.45,6379619.557,-1.6419,1536.1072,-0.0032,0.7086,-0.0046
5.46,6379621.606,-1.6479,1538.4978,-0.0032,0.7083,-0.0045
5.47,6379623.653,-1.6539,1540.8877,-0.0031,0.7081,-0.0045
5.48,6379625.699,-1.6599,1543.2769,-0.0031,0.7079,-0.0044
5.49,6379627.743,-1.6658,1545.6653,-0.0031,0.7078,-0.0044
5.5,6379629.785,-1.6719,1548.053,-0.0031,0.7076,-0.0044
5.51,6379631.826,-1.6779,1550.4399,-0.0031,0.7074,-0.0043
5.52,6379633.865,-1.6839,1552.8261,-0.003,0.7072,-0.0043
5.53,6379635.902,-1.6899,1555.2115,-0.003,0.707,-0.0043
5.54,6379637.938,-1.6959,1557.5962,-0.003,0.7068,-0.0043
5.55,6379639.972,-1.702,1559.9802,-0.003,0.7066,-0.0043
5.56,6379642.005,-1.708,1562.3635,-0.003,0.7065,-0.0043
5.57,6379644.036,-1.7141,1564.746,-0.0031,0.7063,-0.0044
5.58,6379646.065,-1.7202,1567.1278,-0.0031,0.7061,-0.0044
5.59,6379648.093,-1.7262,1569.5088,-0.0031,0.7059,-0.0044
5.6,6379650.119,-1.7323,1571.8892,-0.0031,0.7057,-0.0045
5.61,6379652.144,-1.7384,1574.2688,-0.0032,0.7055,-0.0045
5.62,6379654.167,-1.7445,1576.6477,-0.0032,0.7053,-0.0046
5.63,6379656.188,-1.7506,1579.0259,-0.0033,0.7051,-0.0047
5.64,6379658.208,-1.7567,1581.4034,-0.0033,0.7049,-0.0047
5.65,6379660.227,-1.7629,1583.7802,-0.0034,0.7047,-0.0048
5.66,6379662.243,-1.769,1586.1563,-0.0034,0.7044,-0.0049
5.67,6379664.259,-1.7752,1588.5317,-0.0034,0.7042,-0.005
5.68,6379666.272,-1.7813,1590.9063,-0.0035,0.704,-0.005
5.69,6379668.284,-1.7875,1593.2803,-0.0035,0.7037,-0.0051
5.7,6379670.295,-1.7937,1595.6536,-0.0036,0.7035,-0.0052
5.71,6379672.304,-1.7999,1598.0262,-0.0036,0.7032,-0.0052
5.72,6379674.311,-1.8061,1600.3981,-0.0037,0.7029,-0.0053
5.73,6379676.317,-1.8123,1602.7694,-0.0037,0.7027,-0.0054
5.74,6379678.321,-1.8186,1605.1399,-0.0038,0.7024,-0.0054
5.75,6379680.324,-1.8248,1607.5098,-0.0038,0.7021,-0.0055
5.76,6379682.325,-1.8311,1609.879,-0.0038,0.7018,-0.0055
5.77,6379684.324,-1.8373,1612.2475,-0.0038,0.7016,-0.0056
5.78,6379686.322,-1.8436,1614.6154,-0.0039,0.7013,-0.0056
5.79,6379688.319,-1.8499,1616.9826,-0.0039,0.701,-0.0056
5.8,6379690.314,-1.8563,1619.3491,-0.0039,0.7007,-0.0056
5.81,6379692.307,-1.8626,1621.7149,-0.0039,0.7004,-0.0057
5.82,6379694.299,-1.8689,1624.0802,-0.0039,0.7001,-0.0057
5.83,6379696.289,-1.8753,1626.4447,-0.0039,0.6998,-0.0057
5.84,6379698.278,-1.8817,1628.8086,-0.0039,0.6996,-0.0056
5.85,6379700.266,-1.8881,1631.1718,-0.0039,0.6993,-0.0056
5.86,6379702.251,-1.8945,1633.5344,-0.0039,0.699,-0.0056
5.87,6379704.236,-1.9009,1635.8964,-0.0038,0.6987,-0.0056
5.88,6379706.218,-1.9073,1638.2577,-0.0038,0.6985,-0.0055
5.89,6379708.199,-1.9138,1640.6183,-0.0038,0.6982,-0.0055
5.9,6379710.179,-1.9202,1642.9783,-0.0038,0.6979,-0.0055
5.91,6379712.157,-1.9267,1645.3377,-0.0038,0.6977,-0.0054
5.92,6379714.134,-1.9331,1647.6964,-0.0037,0.6974,-0.0054
5.93,6379716.109,-1.9396,1650.0545,-0.0037,0.6972,-0.0053
5.94,6379718.083,-1.9461,1652.412,-0.0037,0.6969,-0.0053
5.95,6379720.055,-1.9526,1654.7688,-0.0036,0.6967,-0.0053
5.96,6379722.025,-1.9592,1657.125,-0.0036,0.6964,-0.0052
5.97,6379723.994,-1.9657,1659.4806,-0.0036,0.6962,-0.0052
5.98,6379725.962,-1.9722,1661.8355,-0.0036,0.696,-0.0051
5.99,6379727.928,-1.9788,1664.1898,-0.0035,0.6957,-0.0051
6,6379729.892,-1.9854,1666.5435,-0.0035,0.6955,-0.0051
6.01,6379731.855,-1.9919,1668.8965,-0.0035,0.6953,-0.005
6.02,6379733.817,-1.9985,1671.249,-0.0035,0.6951,-0.005
6.03,6379735.777,-2.0051,1673.6008,-0.0035,0.6949,-0.005
6.04,6379737.735,-2.0117,1675.952,-0.0035,0.6947,-0.005
6.05,6379739.693,-2.0183,1678.3026,-0.0035,0.6945,-0.005
6.06,6379741.648,-2.025,1680.6525,-0.0035,0.6943,-0.005
6.07,6379743.602,-2.0316,1683.0019,-0.0035,0.694,-0.005
6.08,6379745.555,-2.0382,1685.3506,-0.0035,0.6938,-0.005
6.09,6379747.506,-2.0449,1687.6988,-0.0035,0.6936,-0.005
6.1,6379749.455,-2.0515,1690.0463,-0.0035,0.6934,-0.005
6.11,6379751.403,-2.0582,1692.3932,-0.0035,0.6932,-0.0051
6.12,6379753.35,-2.0649,1694.7395,-0.0035,0.693,-0.0051
6.13,6379755.295,-2.0716,1697.0852,-0.0036,0.6928,-0.0051
6.14,6379757.239,-2.0783,1699.4303,-0.0036,0.6926,-0.0052
6.15,6379759.181,-2.085,1701.7748,-0.0036,0.6923,-0.0052
6.16,6379761.122,-2.0917,1704.1187,-0.0036,0.6921,-0.0053
6.17,6379763.061,-2.0984,1706.462,-0.0037,0.6919,-0.0053
6.18,6379764.999,-2.1051,1708.8047,-0.0037,0.6917,-0.0054
6.19,6379766.935,-2.1119,1711.1468,-0.0037,0.6914,-0.0054
6.2,6379768.87,-2.1187,1713.4883,-0.0038,0.6912,-0.0055
6.21,6379770.803,-2.1254,1715.8292,-0.0038,0.6909,-0.0055
6.22,6379772.735,-2.1322,1718.1695,-0.0038,0.6907,-0.0056
6.23,6379774.666,-2.139,1720.5092,-0.0039,0.6904,-0.0056
6.24,6379776.594,-2.1458,1722.8484,-0.0039,0.6902,-0.0057
6.25,6379778.522,-2.1526,1725.187,-0.0039,0.6899,-0.0057
6.26,6379780.448,-2.1595,1727.5249,-0.004,0.6897,-0.0058
6.27,6379782.373,-2.1663,1729.8623,-0.004,0.6894,-0.0058
6.28,6379784.296,-2.1732,1732.1991,-0.004,0.6891,-0.0059
6.29,6379786.217,-2.18,1734.5354,-0.0041,0.6888,-0.0059
6.3,6379788.138,-2.1869,1736.871,-0.0041,0.6886,-0.0059
6.31,6379790.056,-2.1938,1739.2061,-0.0041,0.6883,-0.006
6.32,6379791.974,-2.2007,1741.5406,-0.0041,0.688,-0.006
6.33,6379793.89,-2.2076,1743.8745,-0.0041,0.6877,-0.006
6.34,6379795.804,-2.2146,1746.2079,-0.0041,0.6875,-0.0061
6.35,6379797.717,-2.2215,1748.5407,-0.0042,0.6872,-0.0061
6.36,6379799.628,-2.2285,1750.8729,-0.0042,0.6869,-0.0061
6.37,6379801.538,-2.2355,1753.2046,-0.0042,0.6866,-0.0061
6.38,6379803.447,-2.2424,1755.5357,-0.0042,0.6863,-0.0061
6.39,6379805.354,-2.2494,1757.8662,-0.0042,0.686,-0.0061
6.4,6379807.26,-2.2565,1760.1962,-0.0042,0.6858,-0.0061
6.41,6379809.164,-2.2635,1762.5256,-0.0042,0.6855,-0.0061
6.42,6379811.067,-2.2705,1764.8544,-0.0041,0.6852,-0.0061
6.43,6379812.969,-2.2776,1767.1827,-0.0041,0.6849,-0.006
6.44,6379814.869,-2.2846,1769.5105,-0.0041,0.6847,-0.006
6.45,6379816.767,-2.2917,1771.8376,-0.0041,0.6844,-0.006
6.46,6379818.664,-2.2988,1774.1643,-0.0041,0.6841,-0.006
6.47,6379820.56,-2.3059,1776.4904,-0.0041,0.6839,-0.006
6.48,6379822.454,-2.313,1778.8159,-0.0041,0.6836,-0.0059
6.49,6379824.347,-2.3202,1781.1409,-0.0041,0.6834,-0.0059
6.5,6379826.239,-2.3273,1783.4653,-0.004,0.6831,-0.0059
6.51,6379828.129,-2.3345,1785.7892,-0.004,0.6829,-0.0059
6.52,6379830.017,-2.3416,1788.1126,-0.004,0.6826,-0.0058
6.53,6379831.904,-2.3488,1790.4354,-0.004,0.6824,-0.0058
6.54,6379833.79,-2.356,1792.7576,-0.004,0.6821,-0.0058
6.55,6379835.674,-2.3632,1795.0794,-0.004,0.6819,-0.0058
6.56,6379837.557,-2.3704,1797.4006,-0.004,0.6816,-0.0057
6.57,6379839.439,-2.3776,1799.7212,-0.0039,0.6814,-0.0057
6.58,6379841.319,-2.3848,1802.0413,-0.0039,0.6812,-0.0057
6.59,6379843.197,-2.3921,1804.3609,-0.0039,0.6809,-0.0057
6.6,6379845.075,-2.3993,1806.6799,-0.0039,0.6807,-0.0057
6.61,6379846.95,-2.4066,1808.9985,-0.0039,0.6805,-0.0057
6.62,6379848.825,-2.4139,1811.3164,-0.0039,0.6802,-0.0057
6.63,6379850.698,-2.4211,1813.6339,-0.0039,0.68,-0.0057
6.64,6379852.569,-2.4284,1815.9508,-0.0039,0.6798,-0.0057
6.65,6379854.44,-2.4357,1818.2672,-0.0039,0.6796,-0.0057
6.66,6379856.308,-2.443,1820.583,-0.004,0.6793,-0.0057
6.67,6379858.176,-2.4504,1822.8984,-0.004,0.6791,-0.0058
6.68,6379860.042,-2.4577,1825.2132,-0.004,0.6789,-0.0058
6.69,6379861.906,-2.465,1827.5275,-0.004,0.6786,-0.0058
6.7,6379863.769,-2.4724,1829.8412,-0.004,0.6784,-0.0058
6.71,6379865.631,-2.4798,1832.1545,-0.004,0.6782,-0.0059
6.72,6379867.491,-2.4871,1834.4672,-0.004,0.6779,-0.0059
6.73,6379869.35,-2.4945,1836.7794,-0.0041,0.6777,-0.0059
6.74,6379871.208,-2.5019,1839.0911,-0.0041,0.6774,-0.006
6.75,6379873.064,-2.5093,1841.4023,-0.0041,0.6772,-0.006
6.76,6379874.919,-2.5168,1843.7129,-0.0041,0.6769,-0.006
6.77,6379876.772,-2.5242,1846.0231,-0.0042,0.6767,-0.0061
6.78,6379878.624,-2.5316,1848.3327,-0.0042,0.6764,-0.0061
6.79,6379880.475,-2.5391,1850.6418,-0.0042,0.6762,-0.0061
6.8,6379882.324,-2.5466,1852.9504,-0.0042,0.6759,-0.0062
6.81,6379884.172,-2.554,1855.2585,-0.0043,0.6757,-0.0062
6.82,6379886.018,-2.5615,1857.5661,-0.0043,0.6754,-0.0063
6.83,6379887.863,-2.569,1859.8731,-0.0043,0.6751,-0.0063
6.84,6379889.707,-2.5766,1862.1797,-0.0043,0.6749,-0.0063
6.85,6379891.549,-2.5841,1864.4858,-0.0043,0.6746,-0.0064
6.86,6379893.39,-2.5916,1866.7913,-0.0044,0.6743,-0.0064
6.87,6379895.23,-2.5992,1869.0964,-0.0044,0.674,-0.0064
6.88,6379897.068,-2.6068,1871.401,-0.0044,0.6738,-0.0065
6.89,6379898.905,-2.6143,1873.705,-0.0044,0.6735,-0.0065
6.9,6379900.74,-2.6219,1876.0086,-0.0044,0.6732,-0.0065
6.91,6379902.574,-2.6295,1878.3116,-0.0044,0.6729,-0.0065
6.92,6379904.407,-2.6372,1880.6142,-0.0045,0.6727,-0.0066
6.93,6379906.238,-2.6448,1882.9163,-0.0045,0.6724,-0.0066
6.94,6379908.068,-2.6524,1885.2178,-0.0045,0.6721,-0.0066
6.95,6379909.897,-2.6601,1887.5189,-0.0045,0.6718,-0.0066
6.96,6379911.724,-2.6678,1889.8195,-0.0045,0.6715,-0.0066
6.97,6379913.55,-2.6755,1892.1196,-0.0045,0.6713,-0.0066
6.98,6379915.374,-2.6832,1894.4192,-0.0045,0.671,-0.0066
6.99,6379917.197,-2.6909,1896.7184,-0.0045,0.6707,-0.0066
7,6379919.019,-2.6986,1899.017,-0.0045,0.6704,-0.0066
7.01,6379920.839,-2.7063,1901.3151,-0.0045,0.6701,-0.0066
7.02,6379922.658,-2.7141,1903.6128,-0.0045,0.6699,-0.0066
7.03,6379924.476,-2.7219,1905.91,-0.0045,0.6696,-0.0066
7.04,6379926.292,-2.7296,1908.2067,-0.0045,0.6693,-0.0066
7.05,6379928.107,-2.7374,1910.5029,-0.0045,0.6691,-0.0066
7.06,6379929.92,-2.7452,1912.7987,-0.0045,0.6688,-0.0066
7.07,6379931.732,-2.753,1915.0939,-0.0045,0.6685,-0.0066
7.08,6379933.543,-2.7609,1917.3887,-0.0045,0.6683,-0.0065
7.09,6379935.353,-2.7687,1919.683,-0.0044,0.668,-0.0065
7.1,6379937.161,-2.7766,1921.9769,-0.0044,0.6677,-0.0065
7.11,6379938.967,-2.7844,1924.2702,-0.0044,0.6675,-0.0065
7.12,6379940.773,-2.7923,1926.5631,-0.0044,0.6672,-0.0065
7.13,6379942.577,-2.8002,1928.8555,-0.0044,0.6669,-0.0065
7.14,6379944.379,-2.8081,1931.1475,-0.0044,0.6667,-0.0065
7.15,6379946.181,-2.816,1933.4389,-0.0044,0.6664,-0.0065
7.16,6379947.981,-2.8239,1935.7299,-0.0044,0.6662,-0.0065
7.17,6379949.779,-2.8319,1938.0205,-0.0044,0.6659,-0.0065
7.18,6379951.577,-2.8398,1940.3105,-0.0044,0.6657,-0.0065
7.19,6379953.373,-2.8478,1942.6001,-0.0044,0.6654,-0.0064
7.2,6379955.167,-2.8557,1944.8893,-0.0044,0.6652,-0.0064
7.21,6379956.96,-2.8637,1947.178,-0.0044,0.6649,-0.0064
7.22,6379958.752,-2.8717,1949.4662,-0.0044,0.6647,-0.0065
7.23,6379960.543,-2.8797,1951.7539,-0.0044,0.6644,-0.0065
7.24,6379962.332,-2.8877,1954.0412,-0.0044,0.6642,-0.0065
7.25,6379964.12,-2.8958,1956.328,-0.0044,0.6639,-0.0065
7.26,6379965.906,-2.9038,1958.6144,-0.0044,0.6637,-0.0065
7.27,6379967.692,-2.9119,1960.9003,-0.0044,0.6634,-0.0065
7.28,6379969.475,-2.9199,1963.1857,-0.0044,0.6632,-0.0065
7.29,6379971.258,-2.928,1965.4707,-0.0044,0.6629,-0.0065
7.3,6379973.039,-2.9361,1967.7552,-0.0045,0.6627,-0.0065
7.31,6379974.819,-2.9442,1970.0393,-0.0045,0.6624,-0.0066
7.32,6379976.597,-2.9523,1972.3229,-0.0045,0.6622,-0.0066
